Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DeFG%,DTOV%,DRB%,DFT/FGA,PFWins,Year
20,Sacramento Kings,26.6,33,49,34,48,-2.48,0.16,-2.32,106,108.4,-2.4,100,0.295,0.26,0.546,0.51,14.2,23.9,0.214,0.521,14,74.9,0.202,0,2016
21,Memphis Grizzlies*,30.5,42,40,35,47,-2.24,0.11,-2.14,105.4,107.8,-2.4,93.3,0.295,0.222,0.524,0.477,12.3,25.3,0.231,0.518,15.2,75.1,0.251,0,2016
22,New York Knicks,27.2,32,50,33,49,-2.73,0,-2.74,104.6,107.6,-3,93.4,0.255,0.256,0.527,0.483,12.6,23.7,0.205,0.487,10.5,75.8,0.204,0,2016
23,Denver Nuggets,24.7,33,49,33,49,-3.1,0.29,-2.81,105.6,108.9,-3.3,95.7,0.282,0.277,0.531,0.489,13.2,25.8,0.216,0.515,12.6,77.3,0.216,0,2016
24,Minnesota Timberwolves,24.6,29,53,31,51,-3.54,0.15,-3.38,106.5,110.1,-3.6,95.2,0.332,0.202,0.549,0.498,13.9,24.3,0.263,0.524,13.6,74.7,0.2,0,2016
25,New Orleans Pelicans,26.6,30,52,31,51,-3.79,0.24,-3.56,105.6,109.5,-3.9,96.8,0.259,0.277,0.537,0.498,12.3,21.2,0.201,0.523,12.7,78.8,0.225,0,2016
26,Milwaukee Bucks,23.5,33,49,29,53,-4.18,0.2,-3.98,104.3,108.7,-4.4,94.2,0.276,0.189,0.537,0.499,14.2,24.9,0.207,0.51,14.2,73.1,0.221,0,2016
27,Phoenix Suns,26,23,59,24,58,-6.66,0.34,-6.32,102.2,109,-6.8,98.5,0.271,0.302,0.526,0.487,15.2,25.4,0.204,0.523,13.5,77.1,0.237,0,2016
28,Brooklyn Nets,26.9,21,61,22,60,-7.35,0.24,-7.12,103.2,110.9,-7.7,95.2,0.246,0.218,0.527,0.492,13.6,24.1,0.186,0.534,13.1,75.7,0.176,0,2016
29,Los Angeles Lakers,26.5,17,65,17,65,-9.56,0.64,-8.92,101.6,111.6,-10,95.6,0.292,0.29,0.509,0.46,12.5,23.1,0.228,0.523,11.6,74.7,0.202,0,2016
30,Philadelphia 76ers,23.3,10,72,16,66,-10.23,0.31,-9.92,98.8,109.2,-10.4,97.9,0.269,0.327,0.519,0.487,14.8,20.6,0.186,0.51,13.5,74,0.24,0,2016
1,Oklahoma City Thunder*,26,60,22,64,18,9.21,-0.06,9.15,112.4,102.6,9.8,93.3,0.338,0.244,0.58,0.527,14.4,26.7,0.28,0.469,13.5,73.4,0.197,5,2013
2,Miami Heat*,30.3,66,16,62,20,7.87,-0.84,7.03,112.3,103.7,8.6,90.7,0.297,0.285,0.588,0.552,13.7,22.2,0.224,0.487,14.8,73,0.2,16,2013
3,Los Angeles Clippers*,28.8,56,26,59,23,6.45,-0.02,6.43,110.6,103.6,7,91.1,0.286,0.265,0.557,0.526,13.9,28.8,0.203,0.492,15.4,73.5,0.229,2,2013
4,San Antonio Spurs*,28.6,58,24,58,24,6.4,0.27,6.67,108.3,101.6,6.7,94.2,0.258,0.264,0.568,0.531,14,20.5,0.204,0.48,13.7,74.9,0.179,15,2013
5,Denver Nuggets*,26.1,57,25,55,27,5.09,0.28,5.37,110.4,105.1,5.3,95.1,0.308,0.217,0.549,0.515,13.6,31.4,0.216,0.493,14.3,71.8,0.193,2,2013
6,New York Knicks*,30.2,54,28,53,29,4.23,-0.5,3.73,111.1,106.3,4.8,89.8,0.258,0.354,0.55,0.515,11.7,25.6,0.196,0.508,14.8,74.7,0.216,6,2013
7,Memphis Grizzlies*,27,56,26,54,28,4.15,0.18,4.32,104.9,100.3,4.6,88.4,0.261,0.166,0.514,0.472,13.3,31,0.202,0.475,15.2,74.3,0.209,8,2013
8,Indiana Pacers*,25.7,49,32,52,29,4.02,-0.69,3.34,104.3,99.8,4.5,90.2,0.293,0.245,0.521,0.479,14.3,30.3,0.219,0.453,12.9,74.6,0.197,11,2013
9,Houston Rockets*,24.4,45,37,50,32,3.48,0.22,3.69,109.7,106.1,3.6,96.1,0.308,0.349,0.564,0.525,14.9,26.4,0.232,0.502,13.5,75.2,0.196,2,2013
10,Brooklyn Nets*,28.6,49,33,46,36,1.78,-0.53,1.25,108.2,106.2,2,88.8,0.299,0.269,0.536,0.498,14,30.9,0.219,0.503,13.1,73.7,0.174,3,2013
11,Los Angeles Lakers*,30.7,45,37,44,38,1.16,0.32,1.48,107.8,106.6,1.2,94.4,0.345,0.303,0.548,0.512,13.9,27,0.239,0.496,11.9,74.3,0.163,0,2013
12,Golden State Warriors*,25.3,47,35,44,38,0.89,0.42,1.32,106.4,105.5,0.9,94.5,0.255,0.239,0.545,0.506,14,25.4,0.201,0.486,12.4,75.5,0.211,6,2013
13,Atlanta Hawks*,27.1,44,38,42,40,0.4,-0.48,-0.08,104.8,104.4,0.4,92.6,0.244,0.286,0.546,0.517,14.2,22.2,0.174,0.496,14.2,73.6,0.181,2,2013
14,Chicago Bulls*,28,45,37,42,40,0.32,-0.33,-0.02,103.5,103.2,0.3,89.3,0.259,0.189,0.512,0.47,13.6,29.4,0.201,0.477,13.2,73.6,0.206,5,2013
15,Utah Jazz,26.3,43,39,41,41,-0.09,0.38,0.3,106.7,106.8,-0.1,90.9,0.281,0.206,0.533,0.492,13.8,28.8,0.214,0.501,14,73.2,0.226,0,2013
16,Boston Celtics*,29.1,41,40,40,41,-0.22,-0.4,-0.62,103.1,103.3,-0.2,91.7,0.263,0.215,0.542,0.503,14.1,20.1,0.204,0.482,14.2,73.3,0.216,2,2013
17,Dallas Mavericks,29.5,41,41,39,43,-0.6,0.36,-0.24,105.9,106.5,-0.6,94.1,0.242,0.236,0.544,0.506,13,21.8,0.192,0.492,13.3,73.1,0.227,0,2013
18,Milwaukee Bucks*,26.4,38,44,37,45,-1.5,-0.33,-1.83,103.6,105.2,-1.6,94.7,0.236,0.232,0.51,0.476,12.7,27.9,0.174,0.492,14.4,71.3,0.201,0,2013
19,Toronto Raptors,25.4,34,48,37,45,-1.48,-0.48,-1.96,105.9,107.5,-1.6,90.4,0.274,0.249,0.532,0.488,13,25.5,0.216,0.5,13.6,73.4,0.247,0,2013
20,Minnesota Timberwolves,26.4,31,51,34,48,-2.37,0.54,-1.83,102.9,105.4,-2.5,92.8,0.305,0.22,0.516,0.473,13.8,27.4,0.226,0.511,15,74,0.187,0,2013
21,Washington Wizards,25.4,29,53,33,49,-2.54,-0.25,-2.78,100.2,103,-2.8,92.2,0.261,0.223,0.512,0.475,14.2,24.6,0.191,0.483,13.7,74.6,0.206,0,2013
22,Portland Trail Blazers,24.4,33,49,32,50,-3.17,0.65,-2.53,105.8,109.2,-3.4,91.4,0.25,0.284,0.536,0.498,13.9,25.3,0.194,0.512,12.5,73.3,0.189,0,2013
23,Philadelphia 76ers,25.2,34,48,31,51,-3.34,-0.17,-3.51,102,105.7,-3.7,91,0.2,0.209,0.509,0.481,12.5,24.9,0.146,0.495,13.7,73.4,0.2,0,2013
24,Detroit Pistons,25.3,29,53,29,53,-3.99,-0.34,-4.33,103.8,108.1,-4.3,90.8,0.282,0.217,0.521,0.487,14.3,28.3,0.197,0.505,13.1,73,0.209,0,2013
25,New Orleans Hornets,24,27,55,30,52,-3.87,0.75,-3.12,105.7,110.1,-4.4,88.5,0.248,0.224,0.528,0.489,14,29.2,0.193,0.52,13.1,74.4,0.208,0,2013
26,Cleveland Cavaliers,24.1,24,58,28,54,-4.68,-0.19,-4.87,104.3,109.4,-5.1,92.3,0.265,0.229,0.514,0.473,13,28.1,0.2,0.523,14.4,72.6,0.225,0,2013
27,Sacramento Kings,25.6,28,54,28,54,-4.88,0.62,-4.26,106.2,111.4,-5.2,93.6,0.271,0.243,0.532,0.491,13.4,26.6,0.208,0.517,13.6,71,0.227,0,2013
28,Phoenix Suns,26.9,25,57,23,59,-6.46,0.71,-5.75,101.2,108.1,-6.9,93.4,0.234,0.21,0.512,0.477,14.3,27,0.174,0.512,14.2,71.9,0.208,0,2013
29,Orlando Magic,24.6,20,62,22,60,-6.99,-0.14,-7.12,101.6,109.1,-7.5,92.2,0.197,0.223,0.514,0.485,13.7,25.4,0.149,0.508,11.8,74.6,0.195,0,2013
30,Charlotte Bobcats,24.4,21,61,17,65,-9.23,-0.06,-9.29,101.5,111.5,-10,91.5,0.31,0.21,0.507,0.46,13.2,25.7,0.233,0.524,13.2,71.1,0.197,0,2013
1,San Antonio Spurs*,28.9,62,20,61,21,7.72,0.28,8,110.5,102.4,8.1,95,0.24,0.257,0.571,0.537,13.5,22.7,0.188,0.482,12.8,76.4,0.184,16,2014
2,Los Angeles Clippers*,28.1,57,25,59,23,6.98,0.3,7.27,112.1,104.8,7.3,95.9,0.353,0.291,0.567,0.526,12.7,25,0.258,0.484,13.8,72.5,0.222,6,2014
3,Oklahoma City Thunder*,26.2,59,23,58,24,6.34,0.32,6.66,110.5,103.9,6.6,95.4,0.303,0.271,0.566,0.52,14,26.5,0.244,0.488,13.9,75.6,0.221,10,2014
4,Miami Heat*,30.6,54,28,54,28,4.76,-0.61,4.15,110.9,105.8,5.1,91.2,0.3,0.292,0.59,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212,13,2014
5,Golden State Warriors*,26.3,51,31,54,28,4.8,0.34,5.15,107.5,102.6,4.9,96.2,0.247,0.291,0.55,0.517,13.8,25.1,0.186,0.477,13.6,76.3,0.224,3,2014
6,Indiana Pacers*,27.2,56,26,54,28,4.4,-0.77,3.63,104.1,99.3,4.8,92.5,0.29,0.235,0.535,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.197,10,2014
7,Houston Rockets*,25.4,54,28,53,29,4.56,0.5,5.06,111,106.3,4.7,96.3,0.386,0.33,0.571,0.531,14.6,27.4,0.275,0.489,12.5,74.1,0.193,2,2014
8,Portland Trail Blazers*,25.8,54,28,52,30,3.99,0.45,4.44,111.5,107.4,4.1,94.9,0.27,0.29,0.548,0.504,12.4,28,0.22,0.488,11,74.7,0.194,5,2014
9,Toronto Raptors*,25.6,48,34,50,32,3.24,-0.69,2.55,108.8,105.3,3.5,91.8,0.306,0.285,0.545,0.498,13.2,27.2,0.239,0.493,14.1,74.9,0.237,3,2014
10,Phoenix Suns,26.2,48,34,48,34,2.63,0.39,3.02,109.5,106.7,2.8,95.8,0.293,0.3,0.558,0.519,14,26.4,0.222,0.496,13.9,73.7,0.237,0,2014
11,Minnesota Timberwolves,26.3,40,42,48,34,2.67,0.43,3.1,108.9,106.2,2.7,97.3,0.321,0.245,0.535,0.486,12.2,27.4,0.249,0.518,14.8,74.4,0.177,0,2014
12,Dallas Mavericks*,30.6,49,33,48,34,2.4,0.5,2.91,111.2,108.7,2.5,93.5,0.253,0.274,0.564,0.526,12.7,24.6,0.201,0.515,14.8,72.7,0.229,3,2014
13,Chicago Bulls*,28.6,48,34,47,35,1.85,-0.66,1.2,102.5,100.5,2,90.2,0.29,0.222,0.518,0.471,14.2,27.2,0.226,0.471,13.7,75.4,0.189,1,2014
14,Memphis Grizzlies*,28.5,50,32,46,36,1.57,0.61,2.18,106.3,104.6,1.7,89.9,0.248,0.171,0.529,0.494,13.1,28.3,0.184,0.497,13.8,75.7,0.199,3,2014
15,Washington Wizards*,26.3,44,38,45,37,1.27,-0.79,0.48,106,104.6,1.4,93.2,0.248,0.246,0.538,0.506,13.6,25.2,0.181,0.504,15,75.7,0.22,6,2014
16,Charlotte Bobcats*,25.5,43,39,40,42,-0.22,-0.67,-0.89,103.6,103.8,-0.2,92.4,0.297,0.219,0.522,0.481,11.7,21.9,0.219,0.491,12.6,77.6,0.183,0,2014
17,Atlanta Hawks*,27.5,38,44,40,42,-0.48,-0.4,-0.88,105.9,106.4,-0.5,94.6,0.266,0.316,0.554,0.515,14.3,21,0.208,0.51,14,74.4,0.196,3,2014
18,New York Knicks,28.3,37,45,39,43,-0.79,-0.61,-1.4,108.3,109.1,-0.8,90.3,0.248,0.302,0.541,0.505,12.5,25.1,0.189,0.514,14,74.3,0.245,0,2014
19,Brooklyn Nets*,30,44,38,38,44,-1,-0.58,-1.58,106.7,107.7,-1,91.4,0.313,0.301,0.555,0.514,14.1,21.7,0.236,0.509,14.9,72.3,0.236,5,2014
20,Denver Nuggets,26,36,46,35,47,-2.15,0.75,-1.4,106,108.2,-2.2,98.1,0.306,0.278,0.536,0.497,14,27.5,0.222,0.5,12.8,74.5,0.233,0,2014
21,New Orleans Pelicans,24.3,34,48,33,49,-2.71,0.73,-1.98,107.2,110.1,-2.9,92.2,0.286,0.193,0.537,0.495,12.9,26.9,0.22,0.515,13.6,73.8,0.249,0,2014
22,Sacramento Kings,24.9,28,54,33,49,-2.9,0.82,-2.08,105.7,108.8,-3.1,94.4,0.331,0.218,0.532,0.484,13.9,27.8,0.251,0.512,12.7,76.6,0.234,0,2014
23,Cleveland Cavaliers,24.9,33,49,32,50,-3.29,-0.57,-3.86,104.2,107.7,-3.5,93.1,0.268,0.236,0.518,0.479,13,27.2,0.201,0.508,13,75.8,0.199,0,2014
24,Detroit Pistons,24.7,29,53,31,51,-3.66,-0.48,-4.13,105.9,109.7,-3.8,94.9,0.296,0.222,0.514,0.482,12.9,31.4,0.199,0.52,13.8,73.4,0.218,0,2014
25,Boston Celtics,25.4,25,57,28,54,-4.46,-0.51,-4.97,102.9,107.7,-4.8,93.3,0.248,0.251,0.517,0.477,14.2,27.4,0.193,0.505,13.4,74.2,0.227,0,2014
26,Orlando Magic,24.6,23,59,26,56,-5.44,-0.44,-5.88,101.7,107.4,-5.7,93.6,0.253,0.235,0.525,0.487,13.9,22.4,0.193,0.504,13,75.5,0.211,0,2014
27,Los Angeles Lakers,26.8,27,55,25,57,-6.29,0.96,-5.33,104.2,110.6,-6.4,98.7,0.263,0.291,0.542,0.505,13.7,20.2,0.199,0.513,12.4,71,0.192,0,2014
28,Utah Jazz,24.5,25,57,22,60,-7.17,0.91,-6.27,103.5,111.3,-7.8,91.4,0.271,0.237,0.523,0.484,13.9,25.5,0.202,0.518,12.1,74.5,0.227,0,2014
29,Milwaukee Bucks,24.7,15,67,20,62,-8.18,-0.23,-8.41,103,111.8,-8.8,91.8,0.274,0.231,0.519,0.479,14.1,27.1,0.204,0.52,13.2,71.4,0.225,0,2014
30,Philadelphia 76ers,23.4,19,63,16,66,-10.45,-0.21,-10.66,99.4,109.9,-10.5,99.2,0.268,0.258,0.51,0.475,14.8,24.8,0.19,0.524,14.9,72.4,0.244,0,2014
1,Miami Heat*,29,58,24,61,21,7.46,-0.71,6.76,111.7,103.5,8.2,90.9,0.363,0.235,0.573,0.524,13.5,25.2,0.279,0.475,12.6,75.5,0.223,14,2011
2,Chicago Bulls*,26.4,62,20,61,21,7.32,-0.79,6.53,108.3,100.3,8,90.4,0.305,0.215,0.541,0.501,13.5,29.4,0.227,0.463,13.6,76.2,0.222,9,2011
3,Los Angeles Lakers*,30.2,57,25,58,24,6.11,-0.1,6.01,111,104.3,6.7,90.7,0.293,0.22,0.545,0.502,12.3,29.2,0.228,0.477,12.8,72.3,0.181,4,2011
4,San Antonio Spurs*,28.8,61,21,56,26,5.71,0.16,5.86,111.8,105.6,6.2,92.3,0.299,0.261,0.567,0.527,12.8,24.9,0.229,0.491,12.6,74.6,0.19,2,2011
5,Boston Celtics*,29.5,56,26,57,25,5.37,-0.54,4.83,106.2,100.3,5.9,90.4,0.305,0.18,0.561,0.519,14.5,21.1,0.235,0.469,14.8,74.7,0.235,5,2011
6,Orlando Magic*,27.6,52,30,56,26,5.46,-0.54,4.92,107.9,102,5.9,91.2,0.328,0.328,0.554,0.521,14.3,26.1,0.227,0.475,13.3,76.9,0.219,2,2011
7,Denver Nuggets*,27.3,50,32,54,28,4.76,0.05,4.81,112.3,107.3,5,95.6,0.367,0.258,0.574,0.526,13.1,23.9,0.281,0.5,12.7,75.4,0.224,1,2011
8,Dallas Mavericks*,30.9,57,25,53,29,4.23,0.18,4.41,109.7,105,4.7,91.3,0.286,0.274,0.565,0.525,13.6,24.1,0.222,0.488,13,74.8,0.206,16,2011
9,Oklahoma City Thunder*,23.7,55,27,51,31,3.79,0.02,3.81,111.2,107.2,4,92.7,0.363,0.212,0.561,0.501,13.1,27.4,0.299,0.493,12.9,73.6,0.228,9,2011
10,Memphis Grizzlies*,25.2,46,36,48,34,2.34,0.2,2.55,107.6,105.1,2.5,91.9,0.291,0.136,0.534,0.493,13,28.9,0.218,0.502,15.7,72.5,0.228,7,2011
11,Houston Rockets,26.5,43,39,47,35,2.18,0.19,2.37,111.3,109,2.3,94.2,0.299,0.264,0.55,0.503,12.3,27.4,0.239,0.5,12.6,72.7,0.219,0,2011
12,Portland Trail Blazers*,26.7,48,34,46,36,1.52,0.32,1.85,108.8,107.1,1.7,87.9,0.278,0.228,0.533,0.486,12.6,29.5,0.224,0.51,15.4,72,0.231,2,2011
13,Philadelphia 76ers*,24.7,41,41,45,37,1.5,-0.5,1.01,106.6,105,1.6,91.7,0.273,0.184,0.535,0.494,12.3,24.6,0.21,0.487,13.5,74.5,0.231,1,2011
14,New Orleans Hornets*,26.3,46,36,44,38,0.89,0.39,1.28,106.2,105.2,1,88.7,0.296,0.192,0.537,0.493,12.8,25.1,0.226,0.501,14.4,76.2,0.22,2,2011
15,New York Knicks*,25.3,42,40,43,39,0.78,-0.3,0.48,110.9,110.1,0.8,95.6,0.304,0.303,0.561,0.513,12.6,24.2,0.246,0.511,13.8,71.9,0.24,0,2011
16,Milwaukee Bucks,26.7,35,47,38,44,-0.84,-0.17,-1.02,101.6,102.5,-0.9,89.8,0.287,0.216,0.511,0.467,13,24.7,0.217,0.481,14.7,74.8,0.236,0,2011
17,Phoenix Suns,29.6,40,42,39,43,-0.89,0.43,-0.46,109.5,110.4,-0.9,94.4,0.283,0.271,0.559,0.522,13.2,23.7,0.215,0.513,13.1,71.6,0.211,0,2011
18,Atlanta Hawks*,27.4,44,38,39,43,-0.82,-0.28,-1.1,106.1,107,-0.9,89.3,0.269,0.222,0.542,0.501,13.5,23.4,0.209,0.495,12.3,74.6,0.211,6,2011
19,Indiana Pacers*,25.9,37,45,38,44,-1.07,-0.3,-1.38,104.8,106,-1.2,94.7,0.3,0.244,0.533,0.486,14.1,25.9,0.235,0.487,12.8,74.1,0.237,1,2011
20,Utah Jazz,26.8,39,43,36,46,-1.83,0.39,-1.44,108.1,110.1,-2,91,0.313,0.191,0.544,0.498,13.5,27,0.241,0.505,13.8,71.7,0.275,0,2011
21,Golden State Warriors,25.2,36,46,35,47,-2.33,0.33,-2,108.2,110.7,-2.5,94.8,0.241,0.248,0.544,0.51,13.3,26.7,0.183,0.509,14.5,69.3,0.259,0,2011
22,Los Angeles Clippers,24.6,32,50,32,50,-3.13,0.42,-2.71,105.3,108.7,-3.4,92.8,0.332,0.23,0.535,0.496,15.1,28.4,0.234,0.499,12.8,73.2,0.25,0,2011
23,Detroit Pistons,27.2,30,52,31,51,-3.6,-0.18,-3.78,107.7,111.7,-4,89.2,0.279,0.189,0.533,0.495,12.5,27.4,0.206,0.526,13.8,72.1,0.235,0,2011
24,Charlotte Bobcats,26.9,34,48,29,53,-4,-0.08,-4.08,103.4,107.8,-4.4,89.6,0.314,0.189,0.528,0.482,14.1,25.7,0.237,0.5,12.9,75.2,0.229,0,2011
25,Sacramento Kings,24.8,24,58,27,55,-5.34,0.54,-4.8,103.5,109,-5.5,95.2,0.284,0.183,0.519,0.48,14.4,29.9,0.208,0.513,13.5,74.4,0.233,0,2011
26,New Jersey Nets,24.8,24,58,24,58,-6.24,-0.04,-6.28,103.1,109.9,-6.8,89.9,0.283,0.201,0.517,0.474,13.4,26.1,0.215,0.503,11.8,74.2,0.241,0,2011
27,Toronto Raptors,24.5,22,60,24,58,-6.28,0.01,-6.28,106.1,112.9,-6.8,92.9,0.293,0.162,0.533,0.491,13.7,28.2,0.221,0.522,13,72,0.251,0,2011
28,Minnesota Timberwolves,23.8,17,65,24,58,-6.63,0.67,-5.97,104.2,111.1,-6.9,96.5,0.282,0.223,0.526,0.483,15.1,29.6,0.217,0.514,13.1,73.7,0.251,0,2011
29,Washington Wizards,24.9,23,59,22,60,-7.4,0.11,-7.3,102.4,110.2,-7.8,93.8,0.29,0.172,0.513,0.471,13.9,28,0.216,0.512,14.4,70.5,0.249,0,2011
30,Cleveland Cavaliers,26.6,19,63,18,64,-9.01,0.14,-8.88,102.2,111.8,-9.6,93,0.312,0.224,0.518,0.472,13.4,24.2,0.233,0.524,12.7,73.3,0.211,0,2011
1,Orlando Magic*,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,8.1,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,10,2010
2,Cleveland Cavaliers*,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,7.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,6,2010
3,Utah Jazz*,25.6,53,29,55,27,5.34,-0.01,5.33,110.7,105,5.7,93.8,0.34,0.184,0.565,0.524,14.2,26.8,0.252,0.492,14.2,75.6,0.269,4,2010
4,San Antonio Spurs*,28.7,50,32,55,27,5.09,-0.02,5.07,110,104.5,5.5,91.7,0.296,0.232,0.552,0.515,12.9,26.8,0.219,0.483,12.1,76.3,0.214,4,2010
5,Atlanta Hawks*,26.5,53,29,54,28,4.66,-0.22,4.44,111.9,106.7,5.2,90.1,0.281,0.214,0.545,0.506,11.4,28.2,0.213,0.496,13.2,72.7,0.208,4,2010
6,Phoenix Suns*,28.5,54,28,54,28,4.9,-0.23,4.67,115.3,110.2,5.1,95.3,0.312,0.261,0.585,0.546,13.6,27.6,0.24,0.491,11.6,70.8,0.224,10,2010
7,Los Angeles Lakers*,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,5.1,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,16,2010
8,Denver Nuggets*,27.7,53,29,52,30,4.09,0.06,4.15,111.8,107.5,4.3,94.8,0.376,0.227,0.561,0.509,12.7,26.1,0.29,0.495,13.8,72.4,0.251,2,2010
9,Boston Celtics*,29.4,50,32,52,30,3.66,-0.29,3.37,107.7,103.8,3.9,91.6,0.332,0.228,0.564,0.522,14.5,22.8,0.248,0.487,14.9,73.8,0.251,15,2010
10,Portland Trail Blazers*,26.6,50,32,51,31,3.3,-0.13,3.18,110.8,107.1,3.7,87.7,0.315,0.215,0.547,0.499,12.1,28.2,0.249,0.502,13.3,74.8,0.219,2,2010
11,Oklahoma City Thunder*,23.2,50,32,51,31,3.49,0.06,3.55,108.3,104.6,3.7,93.1,0.333,0.185,0.547,0.494,13.9,28.6,0.268,0.483,14,73.6,0.229,2,2010
12,Dallas Mavericks*,30.7,55,27,49,33,2.72,-0.06,2.66,109.2,106.3,2.9,92.5,0.277,0.222,0.552,0.506,12.3,24.3,0.226,0.495,13.6,73.7,0.206,2,2010
13,Miami Heat*,27.1,47,35,48,34,2.28,-0.29,1.99,106.6,104.1,2.5,89.6,0.296,0.219,0.537,0.496,12.8,26.1,0.223,0.48,13.9,74.9,0.246,1,2010
14,Milwaukee Bucks*,26.4,46,36,46,36,1.7,-0.32,1.37,104.9,103.1,1.8,91.7,0.239,0.259,0.518,0.482,12.3,26.2,0.181,0.486,14.6,76.4,0.266,3,2010
15,Charlotte Bobcats*,27.4,44,38,45,37,1.46,-0.17,1.3,104.4,102.8,1.6,90.4,0.346,0.211,0.538,0.49,15.1,26.5,0.26,0.491,14.7,74.2,0.194,0,2010
16,Houston Rockets,26,42,40,40,42,-0.37,0.35,-0.02,107.6,108,-0.4,94,0.292,0.265,0.537,0.494,13.2,26.9,0.225,0.511,13.6,73.8,0.215,0,2010
17,Memphis Grizzlies,24.1,40,42,37,45,-1.51,0.13,-1.39,108.3,109.9,-1.6,93.6,0.32,0.148,0.536,0.494,13.7,31.3,0.235,0.52,13.2,73.3,0.205,0,2010
18,Chicago Bulls*,26.2,41,41,36,46,-1.63,0,-1.64,103.5,105.3,-1.8,93.1,0.287,0.156,0.52,0.477,13.3,26.6,0.217,0.484,12.3,74.8,0.212,1,2010
19,Toronto Raptors,25.2,40,42,36,46,-1.78,-0.05,-1.83,111.3,113.2,-1.9,93.1,0.319,0.211,0.564,0.521,12.7,24.7,0.244,0.513,11.8,72.9,0.247,0,2010
20,New Orleans Hornets,27.5,37,45,34,48,-2.46,0.19,-2.27,107.4,110.1,-2.7,92.6,0.243,0.23,0.543,0.506,12.7,24.8,0.189,0.523,13.5,73.8,0.205,0,2010
21,Indiana Pacers,26.6,32,50,33,49,-3.01,-0.1,-3.11,103.7,106.8,-3.1,97.1,0.296,0.278,0.536,0.491,13.8,21.6,0.229,0.49,13.4,73,0.258,0,2010
22,Golden State Warriors,25.1,26,56,32,50,-3.6,0.32,-3.28,108.1,111.7,-3.6,100.4,0.294,0.238,0.557,0.514,13.1,20.9,0.23,0.525,15.1,68.5,0.26,0,2010
23,New York Knicks,25.4,29,53,31,51,-3.82,-0.19,-4.01,107.6,111.6,-4,94,0.256,0.312,0.547,0.509,13,23.5,0.2,0.526,13.3,72.1,0.207,0,2010
24,Philadelphia 76ers,25.4,27,55,30,52,-3.9,-0.03,-3.93,106.1,110.3,-4.2,91.6,0.27,0.206,0.534,0.496,13.7,27.6,0.204,0.518,13.8,73.2,0.231,0,2010
25,Sacramento Kings,24.1,25,57,29,53,-4.37,0.3,-4.06,105.3,109.9,-4.6,94,0.286,0.201,0.528,0.491,13.6,27.8,0.207,0.505,12.6,73.5,0.244,0,2010
26,Washington Wizards,27.6,26,56,28,54,-4.78,0.06,-4.72,104.2,109.4,-5.2,91.6,0.283,0.183,0.524,0.481,13.9,27.6,0.216,0.502,12.8,72.4,0.239,0,2010
27,Detroit Pistons,26.7,27,55,26,56,-5.11,0.09,-5.02,105.6,111.4,-5.8,88.5,0.303,0.18,0.515,0.474,12.8,30.3,0.22,0.526,14.2,73.4,0.264,0,2010
28,Los Angeles Clippers,27.3,29,53,24,58,-6.35,0.34,-6.01,103.3,110.1,-6.8,92.6,0.283,0.221,0.529,0.491,14.8,27.1,0.206,0.509,12.2,74,0.214,0,2010
29,Minnesota Timberwolves,24.1,15,67,17,65,-9.6,0.54,-9.06,101.7,111.6,-9.9,96.1,0.278,0.171,0.518,0.478,14.6,26.7,0.207,0.525,13,73.6,0.22,0,2010
30,New Jersey Nets,24.8,12,70,17,65,-9.12,0.19,-8.93,100.6,110.5,-9.9,91.4,0.307,0.181,0.509,0.458,13.7,25.1,0.24,0.517,13.3,71.8,0.229,0,2010
